"shape_id","stop_id","stop_sequence","stop_rank","fake_timestamp"
10002005,2850,1,1,00:00:01
10002005,2860,16,2,00:00:02
10002005,2870,23,3,00:00:03
10002005,2880,37,4,00:00:04
10002005,2890,59,5,00:00:05
10002005,2900,73,6,00:00:06
10002005,2910,92,7,00:00:07
10002005,2911,94,8,00:00:08
10002005,2920,96,9,00:00:09
10002005,2930,99,10,00:00:10
10002005,2940,102,11,00:00:11
10002005,2950,108,12,00:00:12
10002005,2960,113,13,00:00:13
10002005,2970,118,14,00:00:14
10002005,2980,122,15,00:00:15
10002005,2995,125,16,00:00:16
10002005,3000,128,17,00:00:17
10002005,3010,134,18,00:00:18
10002005,3030,145,19,00:00:19
10002005,13277,154,20,00:00:20
10002005,3032,164,21,00:00:21
10002005,3033,179,22,00:00:22
10002005,3034,187,23,00:00:23
10002005,3035,193,24,00:00:24
10002005,3036,196,25,00:00:25
10002005,3037,200,26,00:00:26
10002005,1260,203,27,00:00:27
10002005,1250,209,28,00:00:28
10002005,575,215,29,00:00:29
10002005,600,229,30,00:00:30
10002005,605,233,31,00:00:31
10002005,1690,237,32,00:00:32
10002005,20829,246,33,00:00:33
10002005,2330,258,34,00:00:34
10002005,2360,265,35,00:00:35
10002005,2690,268,36,00:00:36
10002005,2710,273,37,00:00:37
10002005,2720,276,38,00:00:38
10002005,2730,285,39,00:00:39
10002005,2740,289,40,00:00:40
10002005,2760,305,41,00:00:41
10002005,2770,312,42,00:00:42
10002005,2780,319,43,00:00:43
10002005,2790,323,44,00:00:44
10002005,2800,326,45,00:00:45
10002005,2810,328,46,00:00:46
10002005,2820,332,47,00:00:47
10002005,2830,336,48,00:00:48
10002005,2840,342,49,00:00:49
10002005,2550,347,50,00:00:50
10002006,2850,1,1,00:00:01
10002006,2860,16,2,00:00:02
10002006,2870,23,3,00:00:03
10002006,2880,37,4,00:00:04
10002006,2890,59,5,00:00:05
10002006,2900,73,6,00:00:06
10002006,2910,92,7,00:00:07
10002006,2911,94,8,00:00:08
10002006,2920,96,9,00:00:09
10002006,2930,99,10,00:00:10
10002006,2940,102,11,00:00:11
10002006,2950,108,12,00:00:12
10002006,2960,113,13,00:00:13
10002006,2970,118,14,00:00:14
10002006,2980,122,15,00:00:15
10002006,2995,125,16,00:00:16
10002006,3000,128,17,00:00:17
10002006,3010,134,18,00:00:18
10002006,3030,145,19,00:00:19
10002006,13277,154,20,00:00:20
10002006,3032,164,21,00:00:21
10002006,3033,179,22,00:00:22
10002006,3034,187,23,00:00:23
10002006,3035,193,24,00:00:24
10002006,3036,196,25,00:00:25
10002006,3037,200,26,00:00:26
10002017,1530,1,1,00:00:01
10002017,1610,10,2,00:00:02
10002017,538,20,3,00:00:03
10002017,558,25,4,00:00:04
10002017,575,29,5,00:00:05
10002017,600,43,6,00:00:06
10002017,605,47,7,00:00:07
10002017,1690,51,8,00:00:08
10002017,20829,60,9,00:00:09
10002017,2330,72,10,00:00:10
10002017,2360,79,11,00:00:11
10002017,2690,82,12,00:00:12
10002017,2710,87,13,00:00:13
10002017,2720,90,14,00:00:14
10002017,2730,99,15,00:00:15
10002017,2740,103,16,00:00:16
10002017,2760,119,17,00:00:17
10002017,2770,126,18,00:00:18
10002017,2780,133,19,00:00:19
10002017,2790,137,20,00:00:20
10002017,2800,140,21,00:00:21
10002017,2810,142,22,00:00:22
10002017,2820,146,23,00:00:23
10002017,2830,150,24,00:00:24
10002017,2840,156,25,00:00:25
10002017,2550,161,26,00:00:26
10002019,2850,1,1,00:00:01
10002019,2860,16,2,00:00:02
10002019,2870,23,3,00:00:03
10002019,2880,37,4,00:00:04
10002019,2890,59,5,00:00:05
10002019,2900,73,6,00:00:06
10002019,2910,92,7,00:00:07
10002019,2911,94,8,00:00:08
10002019,2920,96,9,00:00:09
10002019,2930,99,10,00:00:10
10002019,2940,102,11,00:00:11
10002019,2950,108,12,00:00:12
10002019,2960,113,13,00:00:13
10002019,2970,118,14,00:00:14
10002019,2980,122,15,00:00:15
10002019,2995,125,16,00:00:16
10002019,3000,128,17,00:00:17
10002019,3010,134,18,00:00:18
10002019,3030,145,19,00:00:19
10002019,13277,154,20,00:00:20
10002019,3032,164,21,00:00:21
10002019,3033,179,22,00:00:22
10002019,3034,187,23,00:00:23
10002019,3035,193,24,00:00:24
10002019,3036,196,25,00:00:25
10002019,3037,200,26,00:00:26
10002019,1260,203,27,00:00:27
10002019,1250,209,28,00:00:28
10002019,575,215,29,00:00:29
10003010,1530,1,1,00:00:01
10003010,1610,10,2,00:00:02
10003010,538,20,3,00:00:03
10003010,558,25,4,00:00:04
10003010,575,29,5,00:00:05
10003010,600,43,6,00:00:06
10003010,605,47,7,00:00:07
10003010,1690,51,8,00:00:08
10003010,4200,61,9,00:00:09
10003010,4220,73,10,00:00:10
10003010,4230,78,11,00:00:11
10003010,4245,83,12,00:00:12
10003010,4265,91,13,00:00:13
10003010,4280,94,14,00:00:14
10003010,4290,118,15,00:00:15
10003010,4300,133,16,00:00:16
10003010,4325,180,17,00:00:17
10003010,4340,185,18,00:00:18
10003010,4355,190,19,00:00:19
10003010,4370,203,20,00:00:20
10003010,41340,208,21,00:00:21
10003010,41350,214,22,00:00:22
10003010,41360,217,23,00:00:23
10003010,41370,226,24,00:00:24
10003010,41380,232,25,00:00:25
10003010,41390,241,26,00:00:26
10003010,18220,245,27,00:00:27
10003013,12690,1,1,00:00:01
10003013,12700,3,2,00:00:02
10003013,12712,6,3,00:00:03
10003013,12720,10,4,00:00:04
10003013,12740,17,5,00:00:05
10003013,12760,29,6,00:00:06
10003013,12770,32,7,00:00:07
10003013,12780,36,8,00:00:08
10003013,12790,40,9,00:00:09
10003013,12805,47,10,00:00:10
10003013,12820,51,11,00:00:11
10003013,12840,57,12,00:00:12
10003013,12860,70,13,00:00:13
10003013,12880,78,14,00:00:14
10003013,12890,82,15,00:00:15
10003013,1540,86,16,00:00:16
10003013,1550,92,17,00:00:17
10003013,538,96,18,00:00:18
10003013,558,101,19,00:00:19
10003013,575,105,20,00:00:20
10003014,12690,1,1,00:00:01
10003014,12700,3,2,00:00:02
10003014,12712,6,3,00:00:03
10003014,12720,10,4,00:00:04
10003014,12740,17,5,00:00:05
10003014,12760,29,6,00:00:06
10003014,12770,32,7,00:00:07
10003014,12780,36,8,00:00:08
10003014,12790,40,9,00:00:09
10003014,12805,47,10,00:00:10
10003014,12820,51,11,00:00:11
10003014,12840,57,12,00:00:12
10003014,12860,70,13,00:00:13
10003014,12880,78,14,00:00:14
10003014,12890,82,15,00:00:15
10003014,1540,86,16,00:00:16
10003014,1550,92,17,00:00:17
10003014,538,96,18,00:00:18
10003014,558,101,19,00:00:19
10003014,575,105,20,00:00:20
10003014,600,119,21,00:00:21
10003014,605,123,22,00:00:22
10003014,1690,127,23,00:00:23
10003014,4200,137,24,00:00:24
10003014,4220,149,25,00:00:25
10003014,4230,154,26,00:00:26
10003014,4245,159,27,00:00:27
10003014,4265,167,28,00:00:28
10003014,4280,170,29,00:00:29
10003014,4290,194,30,00:00:30
10003014,4300,209,31,00:00:31
10003014,4325,256,32,00:00:32
10003014,4340,261,33,00:00:33
10003014,4355,266,34,00:00:34
10003014,4370,279,35,00:00:35
10003014,41340,284,36,00:00:36
10003014,41350,290,37,00:00:37
10003014,41360,293,38,00:00:38
10003014,41370,302,39,00:00:39
10003014,41380,308,40,00:00:40
10003014,41390,317,41,00:00:41
10003014,18220,321,42,00:00:42
10003015,12690,1,1,00:00:01
10003015,12700,3,2,00:00:02
10003015,12712,6,3,00:00:03
10003015,12720,10,4,00:00:04
10003015,12740,17,5,00:00:05
10003015,12760,29,6,00:00:06
10003015,12770,32,7,00:00:07
10003015,12780,36,8,00:00:08
10003015,12790,40,9,00:00:09
10003015,12805,47,10,00:00:10
10003015,12820,51,11,00:00:11
10003015,12840,57,12,00:00:12
10003015,12860,70,13,00:00:13
10003015,12880,78,14,00:00:14
10003015,12890,82,15,00:00:15
10003015,1540,86,16,00:00:16
10003015,1550,92,17,00:00:17
10003015,538,96,18,00:00:18
10003015,558,101,19,00:00:19
10003015,575,105,20,00:00:20
10003015,600,119,21,00:00:21
10003016,13005,1,1,00:00:01
10003016,12770,6,2,00:00:02
10003016,12780,10,3,00:00:03
10003016,12790,14,4,00:00:04
10003016,12805,21,5,00:00:05
10003016,12820,25,6,00:00:06
10003016,12840,31,7,00:00:07
10003016,12860,44,8,00:00:08
10003016,12880,52,9,00:00:09
10003016,12890,56,10,00:00:10
10003016,1540,60,11,00:00:11
10003016,1550,66,12,00:00:12
10003016,538,70,13,00:00:13
10003016,558,75,14,00:00:14
10003016,575,79,15,00:00:15
10003016,600,93,16,00:00:16
10003016,605,97,17,00:00:17
10003016,1690,101,18,00:00:18
10003016,4200,111,19,00:00:19
10003016,4220,123,20,00:00:20
10003016,4230,128,21,00:00:21
10003016,4245,133,22,00:00:22
10003016,4265,141,23,00:00:23
10003016,4280,144,24,00:00:24
10003016,4290,168,25,00:00:25
10003016,4300,183,26,00:00:26
10003016,4325,230,27,00:00:27
10003016,4340,235,28,00:00:28
10003016,4355,240,29,00:00:29
10003016,4370,253,30,00:00:30
10003016,41340,258,31,00:00:31
10003016,41350,264,32,00:00:32
10003016,41360,267,33,00:00:33
10003016,41370,276,34,00:00:34
10003016,41380,282,35,00:00:35
10003016,41390,291,36,00:00:36
10003016,18220,295,37,00:00:37
10003019,13005,1,1,00:00:01
10003019,12770,6,2,00:00:02
10003019,12780,10,3,00:00:03
10003019,12790,14,4,00:00:04
10003019,12805,21,5,00:00:05
10003019,12820,25,6,00:00:06
10003019,12840,31,7,00:00:07
10003019,12860,44,8,00:00:08
10003019,12880,52,9,00:00:09
10003019,12890,56,10,00:00:10
10003019,1540,60,11,00:00:11
10003019,1550,66,12,00:00:12
10003019,538,70,13,00:00:13
10003019,558,75,14,00:00:14
10003019,575,79,15,00:00:15
10003019,600,93,16,00:00:16
10004002,1530,1,1,00:00:01
10004002,1610,10,2,00:00:02
10004002,538,20,3,00:00:03
10004002,558,25,4,00:00:04
10004002,575,29,5,00:00:05
10004002,600,43,6,00:00:06
10004002,605,47,7,00:00:07
10004002,1690,51,8,00:00:08
10004002,4200,61,9,00:00:09
10004002,4220,73,10,00:00:10
10004002,4230,78,11,00:00:11
10004002,4245,83,12,00:00:12
10004002,4265,91,13,00:00:13
10004002,4280,94,14,00:00:14
10004002,4290,118,15,00:00:15
10004002,4300,133,16,00:00:16
10004002,4325,180,17,00:00:17
10004002,4340,185,18,00:00:18
10004002,4355,190,19,00:00:19
10004002,4370,203,20,00:00:20
10004002,41340,208,21,00:00:21
10004002,41350,214,22,00:00:22
10004002,41360,217,23,00:00:23
10004002,41370,226,24,00:00:24
10004002,41380,232,25,00:00:25
10004002,41390,241,26,00:00:26
10004002,18220,245,27,00:00:27
10004004,12485,1,1,00:00:01
10004004,8440,6,2,00:00:02
10004004,12496,12,3,00:00:03
10004004,12497,27,4,00:00:04
10004004,43765,39,5,00:00:05
10004004,12500,60,6,00:00:06
10004004,12520,63,7,00:00:07
10004004,12532,70,8,00:00:08
10004004,12550,77,9,00:00:09
10004004,12560,90,10,00:00:10
10004004,12780,112,11,00:00:11
10004004,12790,116,12,00:00:12
10004004,12805,123,13,00:00:13
10004004,12820,127,14,00:00:14
10004004,12840,133,15,00:00:15
10004004,12860,146,16,00:00:16
10004004,12880,154,17,00:00:17
10004004,12890,158,18,00:00:18
10004004,1540,162,19,00:00:19
10004004,1550,168,20,00:00:20
10004004,538,172,21,00:00:21
10004004,558,177,22,00:00:22
10004004,575,181,23,00:00:23
10004004,600,195,24,00:00:24
10004005,12485,1,1,00:00:01
10004005,8440,6,2,00:00:02
10004005,12496,12,3,00:00:03
10004005,12497,27,4,00:00:04
10004005,43765,39,5,00:00:05
10004005,12500,60,6,00:00:06
10004005,12520,63,7,00:00:07
10004005,12532,70,8,00:00:08
10004005,12550,77,9,00:00:09
10004005,12560,90,10,00:00:10
10004005,12780,112,11,00:00:11
10004005,12790,116,12,00:00:12
10004005,12805,123,13,00:00:13
10004005,12820,127,14,00:00:14
10004005,12840,133,15,00:00:15
10004005,12860,146,16,00:00:16
10004005,12880,154,17,00:00:17
10004005,12890,158,18,00:00:18
10004005,1540,162,19,00:00:19
10004005,1550,168,20,00:00:20
10004005,538,172,21,00:00:21
10004005,558,177,22,00:00:22
10004005,575,181,23,00:00:23
10004005,600,195,24,00:00:24
10004005,605,199,25,00:00:25
10004005,1690,203,26,00:00:26
10004005,4200,213,27,00:00:27
10004005,4220,225,28,00:00:28
10004005,4230,230,29,00:00:29
10004005,4245,235,30,00:00:30
10004005,4265,243,31,00:00:31
10004005,4280,246,32,00:00:32
10004005,4290,270,33,00:00:33
10004005,4300,285,34,00:00:34
10004005,4325,332,35,00:00:35
10004005,4340,337,36,00:00:36
10004005,4355,342,37,00:00:37
10004005,4370,355,38,00:00:38
10004005,41340,360,39,00:00:39
10004005,41350,366,40,00:00:40
10004005,41360,369,41,00:00:41
10004005,41370,378,42,00:00:42
10004005,41380,384,43,00:00:43
10004005,41390,393,44,00:00:44
10004005,18220,397,45,00:00:45
10007006,31137,1,1,00:00:01
10007006,31136,4,2,00:00:02
10007006,30122,10,3,00:00:03
10007006,8050,21,4,00:00:04
10007006,8070,26,5,00:00:05
10007006,8080,36,6,00:00:06
10007006,8090,40,7,00:00:07
10007006,8100,42,8,00:00:08
10007006,8110,46,9,00:00:09
10007006,8140,55,10,00:00:10
10007006,8160,64,11,00:00:11
10007006,8175,70,12,00:00:12
10007006,8190,74,13,00:00:13
10007006,8210,81,14,00:00:14
10007006,8231,92,15,00:00:15
10007006,8250,98,16,00:00:16
10007006,8270,105,17,00:00:17
10007006,8285,113,18,00:00:18
10007006,8300,119,19,00:00:19
10007006,8310,126,20,00:00:20
10007006,8330,133,21,00:00:21
10007006,8350,139,22,00:00:22
10007006,8360,144,23,00:00:23
10007006,8380,150,24,00:00:24
10007006,8400,154,25,00:00:25
10007006,8401,159,26,00:00:26
10007006,8429,164,27,00:00:27
10007006,8440,169,28,00:00:28
10007006,8450,172,29,00:00:29
10007006,8460,175,30,00:00:30
10007006,8485,181,31,00:00:31
10007006,8494,194,32,00:00:32
10007006,8510,198,33,00:00:33
10007006,8530,206,34,00:00:34
10007006,3600,208,35,00:00:35
10007006,1500,211,36,00:00:36
10007006,1510,216,37,00:00:37
10007006,1530,220,38,00:00:38
10007006,1610,229,39,00:00:39
10007006,538,239,40,00:00:40
10007006,558,244,41,00:00:41
10007006,575,248,42,00:00:42
10007006,98105,263,43,00:00:43
10007007,31137,1,1,00:00:01
10007007,31136,4,2,00:00:02
10007007,30122,10,3,00:00:03
10007007,8050,21,4,00:00:04
10007007,8070,26,5,00:00:05
10007007,8080,36,6,00:00:06
10007007,8090,40,7,00:00:07
10007007,8100,42,8,00:00:08
10007007,8110,46,9,00:00:09
10007007,8140,55,10,00:00:10
10007007,8160,64,11,00:00:11
10007007,8175,70,12,00:00:12
10007007,8190,74,13,00:00:13
10007007,8210,81,14,00:00:14
10007007,8231,92,15,00:00:15
10007007,8250,98,16,00:00:16
10007007,8270,105,17,00:00:17
10007007,8285,113,18,00:00:18
10007007,8300,119,19,00:00:19
10007007,8310,126,20,00:00:20
10007007,8330,133,21,00:00:21
10007007,8350,139,22,00:00:22
10007007,8360,144,23,00:00:23
10007007,8380,150,24,00:00:24
10007007,8400,154,25,00:00:25
10007007,8401,159,26,00:00:26
10007007,8429,164,27,00:00:27
10007007,8440,169,28,00:00:28
10007007,8450,172,29,00:00:29
10007007,8460,175,30,00:00:30
10007007,8485,181,31,00:00:31
10007007,8494,194,32,00:00:32
10007007,8510,198,33,00:00:33
10007007,8530,206,34,00:00:34
10007007,3600,208,35,00:00:35
10007012,31137,1,1,00:00:01
10007012,31136,4,2,00:00:02
10007012,30122,10,3,00:00:03
10007012,8050,21,4,00:00:04
10007012,8070,26,5,00:00:05
10007012,8080,36,6,00:00:06
10007012,8090,40,7,00:00:07
10007012,8100,42,8,00:00:08
10007012,8110,46,9,00:00:09
10007012,8140,55,10,00:00:10
10007012,8160,64,11,00:00:11
10007012,8175,70,12,00:00:12
10007012,8190,74,13,00:00:13
10007012,8210,81,14,00:00:14
10007012,8231,92,15,00:00:15
10007012,8250,98,16,00:00:16
10007012,8270,105,17,00:00:17
10007012,8285,113,18,00:00:18
10007012,8300,119,19,00:00:19
10007012,8310,126,20,00:00:20
10007012,8330,133,21,00:00:21
10007012,8350,139,22,00:00:22
10007012,8360,144,23,00:00:23
10007012,8380,150,24,00:00:24
10007012,8400,154,25,00:00:25
10007012,8401,159,26,00:00:26
10007012,8429,164,27,00:00:27
10007012,8440,169,28,00:00:28
10007012,8450,172,29,00:00:29
10007012,8460,175,30,00:00:30
10007012,8485,181,31,00:00:31
10007012,8494,194,32,00:00:32
10007012,8510,198,33,00:00:33
10007012,8530,206,34,00:00:34
10007012,3600,208,35,00:00:35
10007012,1500,211,36,00:00:36
10007012,844,220,37,00:00:37
10007014,31137,1,1,00:00:01
10007014,31136,4,2,00:00:02
10007014,30122,10,3,00:00:03
10007014,8050,21,4,00:00:04
10007014,8070,26,5,00:00:05
10007014,8080,36,6,00:00:06
10007014,8090,40,7,00:00:07
10007014,8100,42,8,00:00:08
10007014,8110,46,9,00:00:09
10007014,8140,55,10,00:00:10
10007014,8160,64,11,00:00:11
10007014,8175,70,12,00:00:12
10007014,8190,74,13,00:00:13
10007014,8210,81,14,00:00:14
10007014,8231,92,15,00:00:15
10007014,8250,98,16,00:00:16
10007014,8270,105,17,00:00:17
10007014,8285,113,18,00:00:18
10007014,8300,119,19,00:00:19
10007014,8310,126,20,00:00:20
10007014,8330,133,21,00:00:21
10007014,8350,139,22,00:00:22
10007014,8360,144,23,00:00:23
10007014,8380,150,24,00:00:24
10007014,8400,154,25,00:00:25
10007014,8401,159,26,00:00:26
10007014,8429,164,27,00:00:27
10007014,8440,169,28,00:00:28
10007014,8450,172,29,00:00:29
10007014,8460,175,30,00:00:30
10007014,8485,181,31,00:00:31
10007014,8494,194,32,00:00:32
10007014,8510,198,33,00:00:33
10007014,8530,206,34,00:00:34
10007014,3600,208,35,00:00:35
10007014,1500,211,36,00:00:36
10007014,1510,216,37,00:00:37
10007014,1530,220,38,00:00:38
10007014,1610,229,39,00:00:39
10007014,538,239,40,00:00:40
10007014,558,244,41,00:00:41
10007014,575,248,42,00:00:42
10007018,9050,1,1,00:00:01
10007018,9060,5,2,00:00:02
10007018,9080,13,3,00:00:03
10007018,9090,18,4,00:00:04
10007018,9110,22,5,00:00:05
10007018,7950,24,6,00:00:06
10007018,7960,27,7,00:00:07
10007018,7970,29,8,00:00:08
10007018,7980,31,9,00:00:09
10007018,8000,35,10,00:00:10
10007018,8010,41,11,00:00:11
10007018,8030,51,12,00:00:12
10007018,8040,60,13,00:00:13
10007018,8050,63,14,00:00:14
10007018,8070,68,15,00:00:15
10007018,8080,78,16,00:00:16
10007018,8090,82,17,00:00:17
10007018,8100,84,18,00:00:18
10007018,8110,88,19,00:00:19
10007018,8140,97,20,00:00:20
10007018,8160,106,21,00:00:21
10007018,8175,112,22,00:00:22
10007018,8190,116,23,00:00:23
10007018,8210,123,24,00:00:24
10007018,8231,134,25,00:00:25
10007018,8250,140,26,00:00:26
10007018,8270,147,27,00:00:27
10007018,8285,155,28,00:00:28
10007018,8300,161,29,00:00:29
10007018,8310,168,30,00:00:30
10007018,8330,175,31,00:00:31
10007018,8350,181,32,00:00:32
10007018,8360,186,33,00:00:33
10007018,8380,192,34,00:00:34
10007018,8400,196,35,00:00:35
10007018,8401,201,36,00:00:36
10007018,8429,206,37,00:00:37
10007018,8440,211,38,00:00:38
10007018,8450,214,39,00:00:39
10007018,8460,217,40,00:00:40
10007018,8485,223,41,00:00:41
10007018,8494,236,42,00:00:42
10007018,8510,240,43,00:00:43
10007018,8530,248,44,00:00:44
10007018,3600,250,45,00:00:45
10007018,1500,253,46,00:00:46
10007018,1510,258,47,00:00:47
10007018,1530,262,48,00:00:48
10007018,1610,271,49,00:00:49
10007018,538,281,50,00:00:50
10007018,558,286,51,00:00:51
10007018,575,290,52,00:00:52
10007018,98105,305,53,00:00:53
10009006,55583,1,1,00:00:01
10009006,31134,12,2,00:00:02
10009006,8100,15,3,00:00:03
10009006,8110,19,4,00:00:04
10009006,8140,28,5,00:00:05
10009006,8160,37,6,00:00:06
10009006,8175,43,7,00:00:07
10009006,8190,47,8,00:00:08
10009006,8210,54,9,00:00:09
10009006,8250,70,10,00:00:10
10009006,8300,89,11,00:00:11
10009006,8330,102,12,00:00:12
10009006,8350,108,13,00:00:13
10009006,8401,125,14,00:00:14
10009006,8440,134,15,00:00:15
10009006,8485,144,16,00:00:16
10009006,8494,157,17,00:00:17
10009006,8510,161,18,00:00:18
10009006,41900,170,19,00:00:19
10009006,41902,178,20,00:00:20
10009006,41904,185,21,00:00:21
10009006,41908,194,22,00:00:22
10009006,41965,199,23,00:00:23
10009006,41970,202,24,00:00:24
10009006,11180,208,25,00:00:25
10009006,11190,211,26,00:00:26
10009006,11200,214,27,00:00:27
10009006,11011,221,28,00:00:28
10009006,11012,223,29,00:00:29
10014002,11690,1,1,00:00:01
10014002,11700,18,2,00:00:02
10014002,11720,23,3,00:00:03
10014002,8403,31,4,00:00:04
10014002,11730,42,5,00:00:05
10014002,11750,45,6,00:00:06
10014002,11770,49,7,00:00:07
10014002,11790,64,8,00:00:08
10014002,11800,69,9,00:00:09
10014002,11820,79,10,00:00:10
10014002,11840,82,11,00:00:11
10014002,11860,86,12,00:00:12
10014002,11870,97,13,00:00:13
10014002,11880,101,14,00:00:14
10014002,11890,104,15,00:00:15
10014002,11910,108,16,00:00:16
10014002,11920,114,17,00:00:17
10014002,11940,119,18,00:00:18
10014002,8530,124,19,00:00:19
10014002,3600,126,20,00:00:20
10014005,11690,1,1,00:00:01
10014005,11700,18,2,00:00:02
10014005,11720,23,3,00:00:03
10014005,8403,31,4,00:00:04
10014005,11730,42,5,00:00:05
10014005,11750,45,6,00:00:06
10014005,11770,49,7,00:00:07
10014005,11790,64,8,00:00:08
10014005,11800,69,9,00:00:09
10014005,11820,79,10,00:00:10
10014005,11840,82,11,00:00:11
10014005,11860,86,12,00:00:12
10014005,11870,97,13,00:00:13
10014005,11880,101,14,00:00:14
10014005,11890,104,15,00:00:15
10014005,11910,108,16,00:00:16
10014005,11920,114,17,00:00:17
10014005,11940,119,18,00:00:18
10014005,8530,124,19,00:00:19
10014005,3600,126,20,00:00:20
10014005,1500,129,21,00:00:21
10014005,844,138,22,00:00:22
10014007,8403,1,1,00:00:01
10014007,11730,12,2,00:00:02
10014007,11750,15,3,00:00:03
10014007,11770,19,4,00:00:04
10014007,11790,34,5,00:00:05
10014007,11800,39,6,00:00:06
10014007,11820,49,7,00:00:07
10014007,11840,52,8,00:00:08
10014007,11860,56,9,00:00:09
10014007,11870,67,10,00:00:10
10014007,11880,71,11,00:00:11
10014007,11890,74,12,00:00:12
10014007,11910,78,13,00:00:13
10014007,11920,84,14,00:00:14
10014007,11940,89,15,00:00:15
10014007,8530,94,16,00:00:16
10014007,3600,96,17,00:00:17
10014007,1500,99,18,00:00:18
10014007,1510,104,19,00:00:19
10014007,1530,108,20,00:00:20
10014007,1610,117,21,00:00:21
10014007,538,127,22,00:00:22
10014007,558,132,23,00:00:23
10014007,575,136,24,00:00:24
10014007,600,150,25,00:00:25
10021002,22261,1,1,00:00:01
10021002,22560,7,2,00:00:02
10021002,22570,9,3,00:00:03
10021002,22580,11,4,00:00:04
10021002,22590,13,5,00:00:05
10021002,22600,15,6,00:00:06
10021002,22620,19,7,00:00:07
10021002,22630,23,8,00:00:08
10021002,22640,27,9,00:00:09
10021002,22650,30,10,00:00:10
10021002,22660,34,11,00:00:11
10021002,22680,37,12,00:00:12
10021002,22700,40,13,00:00:13
10021002,22710,42,14,00:00:14
10021002,22730,46,15,00:00:15
10021002,22750,50,16,00:00:16
10021002,22770,53,17,00:00:17
10021002,22780,54,18,00:00:18
10021002,22790,56,19,00:00:19
10021002,22820,61,20,00:00:20
10021002,19921,71,21,00:00:21
10021002,19930,73,22,00:00:22
10021002,19940,77,23,00:00:23
10021002,15140,93,24,00:00:24
10021002,15145,103,25,00:00:25
10021002,15190,176,26,00:00:26
10021002,15205,183,27,00:00:27
10021002,15230,185,28,00:00:28
10021002,15206,188,29,00:00:29
10021002,15212,190,30,00:00:30
10021002,15207,192,31,00:00:31
10021002,15204,195,32,00:00:32
10021002,30635,218,33,00:00:33
10021002,619,229,34,00:00:34
10021002,531,244,35,00:00:35
10021002,548,250,36,00:00:36
10021002,570,255,37,00:00:37
10021002,590,260,38,00:00:38
10021007,22264,1,1,00:00:01
10021007,22280,6,2,00:00:02
10021007,22290,8,3,00:00:03
10021007,22300,10,4,00:00:04
10021007,22320,13,5,00:00:05
10021007,22330,15,6,00:00:06
10021007,22340,18,7,00:00:07
10021007,22360,22,8,00:00:08
10021007,22370,27,9,00:00:09
10021007,22380,33,10,00:00:10
10021007,22390,35,11,00:00:11
10021007,22400,38,12,00:00:12
10021007,22410,41,13,00:00:13
10021007,22420,55,14,00:00:14
10021007,22430,58,15,00:00:15
10021007,22440,67,16,00:00:16
10021007,22450,69,17,00:00:17
10021007,22460,78,18,00:00:18
10021007,22470,79,19,00:00:19
10021007,22480,81,20,00:00:20
10021007,22490,84,21,00:00:21
10021007,22500,86,22,00:00:22
10021007,22510,90,23,00:00:23
10021007,22520,93,24,00:00:24
10021007,22530,95,25,00:00:25
10021007,22540,97,26,00:00:26
10021007,22550,100,27,00:00:27
10021007,22560,104,28,00:00:28
10021007,22570,106,29,00:00:29
10021007,22580,108,30,00:00:30
10021007,22590,110,31,00:00:31
10021007,22600,112,32,00:00:32
10021007,22620,116,33,00:00:33
10021007,22630,120,34,00:00:34
10021007,22640,124,35,00:00:35
10021007,22650,127,36,00:00:36
10021007,22660,131,37,00:00:37
10021007,22680,134,38,00:00:38
10021007,22700,137,39,00:00:39
10021007,22710,139,40,00:00:40
10021007,22820,153,41,00:00:41
10021007,1561,329,42,00:00:42
10021007,1559,340,43,00:00:43
10021007,548,351,44,00:00:44
10021007,570,356,45,00:00:45
10021007,590,361,46,00:00:46
10021007,600,372,47,00:00:47
10021372,22557,1,1,00:00:01
10021372,22260,9,2,00:00:02
10021372,22261,12,3,00:00:03
10021372,22560,18,4,00:00:04
10021372,22570,20,5,00:00:05
10021372,22580,22,6,00:00:06
10021372,22590,24,7,00:00:07
10021372,22600,26,8,00:00:08
10021372,22620,30,9,00:00:09
10021372,22630,34,10,00:00:10
10021372,22640,38,11,00:00:11
10021372,22650,41,12,00:00:12
10021372,22660,45,13,00:00:13
10021372,22680,48,14,00:00:14
10021372,22700,51,15,00:00:15
10021372,22710,53,16,00:00:16
10021372,22730,57,17,00:00:17
10021372,22750,61,18,00:00:18
10021372,22770,64,19,00:00:19
10021372,22780,65,20,00:00:20
10021372,22790,67,21,00:00:21
10021372,22820,72,22,00:00:22
10021372,19921,82,23,00:00:23
10021372,19930,84,24,00:00:24
10021372,19940,88,25,00:00:25
10021372,15140,104,26,00:00:26
10021372,15145,114,27,00:00:27
10021372,15190,187,28,00:00:28
10021372,15205,194,29,00:00:29
10021372,15230,196,30,00:00:30
10021372,15206,199,31,00:00:31
10021372,15212,201,32,00:00:32
10021372,15207,203,33,00:00:33
10021372,15204,206,34,00:00:34
10021372,30635,229,35,00:00:35
10021380,22261,1,1,00:00:01
10021380,22560,7,2,00:00:02
10021380,22570,9,3,00:00:03
10021380,22580,11,4,00:00:04
10021380,22590,13,5,00:00:05
10021380,22600,15,6,00:00:06
10021380,22620,19,7,00:00:07
10021380,22630,23,8,00:00:08
10021380,22640,27,9,00:00:09
